destination,month,airline,average_price_naira,booking_window_weeks
Austria,January,Emirates,2777893,1
Austria,January,Qatar Airways,3257666,12
Austria,January,Turkish Airlines,3083093,8
Austria,January,British Airways,2643702,8
Austria,January,Lufthansa,3058563,3
Austria,January,Air France,3260286,8
Austria,January,KLM,2903615,10
Austria,January,Delta Airlines,3263461,12
Austria,January,United Airlines,3602475,8
Austria,January,Virgin Atlantic,3120295,8
Austria,January,Ethiopian Airlines,3014948,12
Austria,January,Kenya Airways,2971467,12
Austria,January,RwandAir,2832243,4
Austria,January,South African Airways,3384539,6
Austria,January,Air Canada,2964061,3
Austria,January,Singapore Airlines,3228225,3
Austria,January,Etihad Airways,3718841,11
Austria,January,Saudi Airlines,3294761,8
Austria,January,EgyptAir,2761039,12
Austria,January,Royal Air Maroc,3215294,11
Austria,January,American Airlines,3094460,11
Austria,January,Cathay Pacific,3214292,4
Austria,January,Japan Airlines,2752847,3
Austria,January,Malaysia Airlines,3532214,7
Austria,January,Thai Airways,3773614,2
Austria,January,Air India,3135470,8
Austria,January,Brussels Airlines,3383320,1
Austria,January,Swiss Air,3245113,11
Austria,January,Finnair,3320514,12
Austria,January,Austrian Airlines,2837351,9
Austria,February,Emirates,2942623,2
Austria,February,Qatar Airways,3463897,3
Austria,February,Turkish Airlines,3507903,12
Austria,February,British Airways,3435368,12
Austria,February,Lufthansa,3035133,2
Austria,February,Air France,3311610,7
Austria,February,KLM,3111772,2
Austria,February,Delta Airlines,2849119,8
Austria,February,United Airlines,3436886,8
Austria,February,Virgin Atlantic,2885895,7
Austria,February,Ethiopian Airlines,3311246,1
Austria,February,Kenya Airways,3309663,5
Austria,February,RwandAir,2682325,11
Austria,February,South African Airways,2873244,1
Austria,February,Air Canada,2944484,11
Austria,February,Singapore Airlines,3095593,7
Austria,February,Etihad Airways,3030125,1
Austria,February,Saudi Airlines,2923423,12
Austria,February,EgyptAir,2821811,2
Austria,February,Royal Air Maroc,3048233,10
Austria,February,American Airlines,3130393,3
Austria,February,Cathay Pacific,3162094,11
Austria,February,Japan Airlines,2844403,12
Austria,February,Malaysia Airlines,3715965,5
Austria,February,Thai Airways,3157200,8
Austria,February,Air India,3487871,6
Austria,February,Brussels Airlines,3146991,1
Austria,February,Swiss Air,2901154,10
Austria,February,Finnair,3076875,3
Austria,February,Austrian Airlines,3334351,3
Austria,March,Emirates,3519927,5
Austria,March,Qatar Airways,3616245,4
Austria,March,Turkish Airlines,3776307,10
Austria,March,British Airways,2897023,7
Austria,March,Lufthansa,3095987,11
Austria,March,Air France,2984360,6
Austria,March,KLM,3216554,9
Austria,March,Delta Airlines,3098523,7
Austria,March,United Airlines,3231032,10
Austria,March,Virgin Atlantic,3469387,3
Austria,March,Ethiopian Airlines,2891052,10
Austria,March,Kenya Airways,3092011,2
Austria,March,RwandAir,3270102,7
Austria,March,South African Airways,3422728,6
Austria,March,Air Canada,3579144,4
Austria,March,Singapore Airlines,3336901,4
Austria,March,Etihad Airways,3059286,8
Austria,March,Saudi Airlines,3196372,8
Austria,March,EgyptAir,3063193,12
Austria,March,Royal Air Maroc,3145579,7
Austria,March,American Airlines,3093511,6
Austria,March,Cathay Pacific,3456678,7
Austria,March,Japan Airlines,3306479,12
Austria,March,Malaysia Airlines,3623767,2
Austria,March,Thai Airways,2936144,12
Austria,March,Air India,2951033,2
Austria,March,Brussels Airlines,3174638,9
Austria,March,Swiss Air,3569918,8
Austria,March,Finnair,3628523,2
Austria,March,Austrian Airlines,3579239,12
Austria,April,Emirates,3232570,2
Austria,April,Qatar Airways,3049533,1
Austria,April,Turkish Airlines,3379737,9
Austria,April,British Airways,3201998,11
Austria,April,Lufthansa,3814824,11
Austria,April,Air France,3766775,6
Austria,April,KLM,3483920,2
Austria,April,Delta Airlines,3307406,1
Austria,April,United Airlines,3636591,3
Austria,April,Virgin Atlantic,3518899,8
Austria,April,Ethiopian Airlines,3171405,7
Austria,April,Kenya Airways,3167883,6
Austria,April,RwandAir,3523519,9
Austria,April,South African Airways,3705284,7
Austria,April,Air Canada,3360982,5
Austria,April,Singapore Airlines,3408661,7
Austria,April,Etihad Airways,2900839,6
Austria,April,Saudi Airlines,3276923,9
Austria,April,EgyptAir,3515631,4
Austria,April,Royal Air Maroc,3235569,11
Austria,April,American Airlines,3835277,2
Austria,April,Cathay Pacific,3039002,12
Austria,April,Japan Airlines,2925509,6
Austria,April,Malaysia Airlines,3278956,6
Austria,April,Thai Airways,2990200,11
Austria,April,Air India,3557627,11
Austria,April,Brussels Airlines,3651949,5
Austria,April,Swiss Air,3161861,11
Austria,April,Finnair,3349488,8
Austria,April,Austrian Airlines,3143970,4
Austria,May,Emirates,3579306,1
Austria,May,Qatar Airways,3538361,5
Austria,May,Turkish Airlines,3118046,5
Austria,May,British Airways,2892814,5
Austria,May,Lufthansa,3767726,11
Austria,May,Air France,2974471,10
Austria,May,KLM,3661175,6
Austria,May,Delta Airlines,3817717,7
Austria,May,United Airlines,2989493,7
Austria,May,Virgin Atlantic,3648722,12
Austria,May,Ethiopian Airlines,3340663,1
Austria,May,Kenya Airways,2933408,4
Austria,May,RwandAir,3045433,4
Austria,May,South African Airways,3697618,1
Austria,May,Air Canada,3645339,9
Austria,May,Singapore Airlines,3365169,3
Austria,May,Etihad Airways,3749449,6
Austria,May,Saudi Airlines,2953863,3
Austria,May,EgyptAir,2898485,11
Austria,May,Royal Air Maroc,2912116,5
Austria,May,American Airlines,3032069,6
Austria,May,Cathay Pacific,3177060,5
Austria,May,Japan Airlines,3705473,2
Austria,May,Malaysia Airlines,2923708,5
Austria,May,Thai Airways,3088000,2
Austria,May,Air India,3795774,10
Austria,May,Brussels Airlines,3306162,3
Austria,May,Swiss Air,2907634,8
Austria,May,Finnair,3809505,10
Austria,May,Austrian Airlines,3206600,3
Austria,June,Emirates,3609079,1
Austria,June,Qatar Airways,3151360,8
Austria,June,Turkish Airlines,3647433,4
Austria,June,British Airways,3698801,7
Austria,June,Lufthansa,3442617,11
Austria,June,Air France,2997237,9
Austria,June,KLM,3625985,4
Austria,June,Delta Airlines,3783077,11
Austria,June,United Airlines,3141862,12
Austria,June,Virgin Atlantic,3632753,5
Austria,June,Ethiopian Airlines,3605841,4
Austria,June,Kenya Airways,3329794,7
Austria,June,RwandAir,3643803,6
Austria,June,South African Airways,3134439,3
Austria,June,Air Canada,3132108,4
Austria,June,Singapore Airlines,3138614,12
Austria,June,Etihad Airways,3033696,11
Austria,June,Saudi Airlines,3566644,1
Austria,June,EgyptAir,3063851,5
Austria,June,Royal Air Maroc,3149080,11
Austria,June,American Airlines,3411188,2
Austria,June,Cathay Pacific,2951826,6
Austria,June,Japan Airlines,3419316,6
Austria,June,Malaysia Airlines,3552848,9
Austria,June,Thai Airways,3156945,11
Austria,June,Air India,3191487,5
Austria,June,Brussels Airlines,3114356,4
Austria,June,Swiss Air,3014542,8
Austria,June,Finnair,3315686,1
Austria,June,Austrian Airlines,3583734,12
Austria,July,Emirates,4522488,9
Austria,July,Qatar Airways,3884439,9
Austria,July,Turkish Airlines,3826880,3
Austria,July,British Airways,4183504,10
Austria,July,Lufthansa,4014605,1
Austria,July,Air France,4946554,4
Austria,July,KLM,4417781,9
Austria,July,Delta Airlines,4763300,1
Austria,July,United Airlines,4257849,4
Austria,July,Virgin Atlantic,4536966,5
Austria,July,Ethiopian Airlines,4294102,3
Austria,July,Kenya Airways,5140865,4
Austria,July,RwandAir,3949538,3
Austria,July,South African Airways,4449898,5
Austria,July,Air Canada,5160001,3
Austria,July,Singapore Airlines,5156505,2
Austria,July,Etihad Airways,4568678,4
Austria,July,Saudi Airlines,4970030,9
Austria,July,EgyptAir,4941531,2
Austria,July,Royal Air Maroc,4672449,7
Austria,July,American Airlines,3813179,5
Austria,July,Cathay Pacific,4845778,8
Austria,July,Japan Airlines,4348266,1
Austria,July,Malaysia Airlines,4409603,5
Austria,July,Thai Airways,4193043,2
Austria,July,Air India,5514923,8
Austria,July,Brussels Airlines,5106193,11
Austria,July,Swiss Air,5104907,7
Austria,July,Finnair,4338561,7
Austria,July,Austrian Airlines,4801862,9
Austria,August,Emirates,4756457,3
Austria,August,Qatar Airways,4477347,2
Austria,August,Turkish Airlines,4426661,7
Austria,August,British Airways,5229560,6
Austria,August,Lufthansa,4180195,9
Austria,August,Air France,5395017,5
Austria,August,KLM,4307599,1
Austria,August,Delta Airlines,5171463,1
Austria,August,United Airlines,5270804,12
Austria,August,Virgin Atlantic,4620794,2
Austria,August,Ethiopian Airlines,4520563,9
Austria,August,Kenya Airways,4769440,4
Austria,August,RwandAir,4739488,6
Austria,August,South African Airways,3929947,1
Austria,August,Air Canada,4031679,3
Austria,August,Singapore Airlines,4897071,8
Austria,August,Etihad Airways,4372021,6
Austria,August,Saudi Airlines,3667043,6
Austria,August,EgyptAir,4970391,8
Austria,August,Royal Air Maroc,3805733,11
Austria,August,American Airlines,5399493,9
Austria,August,Cathay Pacific,4672963,3
Austria,August,Japan Airlines,3836985,4
Austria,August,Malaysia Airlines,5148647,12
Austria,August,Thai Airways,5381783,3
Austria,August,Air India,4566802,3
Austria,August,Brussels Airlines,4122767,8
Austria,August,Swiss Air,4590993,11
Austria,August,Finnair,4493702,5
Austria,August,Austrian Airlines,5060205,2
Austria,September,Emirates,2957106,1
Austria,September,Qatar Airways,3234747,2
Austria,September,Turkish Airlines,3660430,4
Austria,September,British Airways,3772038,9
Austria,September,Lufthansa,3524005,10
Austria,September,Air France,3195851,7
Austria,September,KLM,3370240,6
Austria,September,Delta Airlines,3290147,7
Austria,September,United Airlines,3148069,2
Austria,September,Virgin Atlantic,3025492,9
Austria,September,Ethiopian Airlines,3700556,5
Austria,September,Kenya Airways,3507687,7
Austria,September,RwandAir,3804033,7
Austria,September,South African Airways,3820123,11
Austria,September,Air Canada,3018144,5
Austria,September,Singapore Airlines,3634663,1
Austria,September,Etihad Airways,3488603,6
Austria,September,Saudi Airlines,3142499,3
Austria,September,EgyptAir,2935857,1
Austria,September,Royal Air Maroc,3193024,4
Austria,September,American Airlines,2998262,5
Austria,September,Cathay Pacific,3238516,9
Austria,September,Japan Airlines,3239856,2
Austria,September,Malaysia Airlines,3735910,5
Austria,September,Thai Airways,3112031,2
Austria,September,Air India,3463797,6
Austria,September,Brussels Airlines,3052887,7
Austria,September,Swiss Air,3579609,2
Austria,September,Finnair,3689808,2
Austria,September,Austrian Airlines,2960755,12
Austria,October,Emirates,3717454,3
Austria,October,Qatar Airways,3345749,6
Austria,October,Turkish Airlines,3469564,2
Austria,October,British Airways,3699123,2
Austria,October,Lufthansa,3645974,2
Austria,October,Air France,3564253,3
Austria,October,KLM,3711950,11
Austria,October,Delta Airlines,3182042,10
Austria,October,United Airlines,3099310,12
Austria,October,Virgin Atlantic,3347050,7
Austria,October,Ethiopian Airlines,3331785,4
Austria,October,Kenya Airways,3849782,4
Austria,October,RwandAir,3756044,4
Austria,October,South African Airways,3665281,7
Austria,October,Air Canada,3264613,9
Austria,October,Singapore Airlines,3294322,2
Austria,October,Etihad Airways,3198261,5
Austria,October,Saudi Airlines,2892987,5
Austria,October,EgyptAir,3031555,2
Austria,October,Royal Air Maroc,3136591,3
Austria,October,American Airlines,3279513,4
Austria,October,Cathay Pacific,3794371,2
Austria,October,Japan Airlines,3302057,6
Austria,October,Malaysia Airlines,3176323,8
Austria,October,Thai Airways,3588319,6
Austria,October,Air India,3350022,4
Austria,October,Brussels Airlines,3233199,6
Austria,October,Swiss Air,2955721,2
Austria,October,Finnair,3185357,1
Austria,October,Austrian Airlines,3319160,11
Austria,November,Emirates,2905762,3
Austria,November,Qatar Airways,3044649,7
Austria,November,Turkish Airlines,3661473,4
Austria,November,British Airways,3574870,9
Austria,November,Lufthansa,3219577,9
Austria,November,Air France,2971073,10
Austria,November,KLM,3126863,7
Austria,November,Delta Airlines,3711609,4
Austria,November,United Airlines,3587945,1
Austria,November,Virgin Atlantic,3611478,1
Austria,November,Ethiopian Airlines,3030543,8
Austria,November,Kenya Airways,3443623,8
Austria,November,RwandAir,2980077,12
Austria,November,South African Airways,3048636,10
Austria,November,Air Canada,3596165,2
Austria,November,Singapore Airlines,3219840,11
Austria,November,Etihad Airways,3504452,9
Austria,November,Saudi Airlines,3705919,12
Austria,November,EgyptAir,3608997,1
Austria,November,Royal Air Maroc,3645519,12
Austria,November,American Airlines,3805665,8
Austria,November,Cathay Pacific,3083010,9
Austria,November,Japan Airlines,3176560,12
Austria,November,Malaysia Airlines,3650825,5
Austria,November,Thai Airways,3593718,5
Austria,November,Air India,3238362,6
Austria,November,Brussels Airlines,3790879,11
Austria,November,Swiss Air,3200746,1
Austria,November,Finnair,2892079,12
Austria,November,Austrian Airlines,3154742,3
Austria,December,Emirates,3954546,3
Austria,December,Qatar Airways,4733297,5
Austria,December,Turkish Airlines,4409304,11
Austria,December,British Airways,4206117,8
Austria,December,Lufthansa,4135623,2
Austria,December,Air France,4934572,1
Austria,December,KLM,3900966,4
Austria,December,Delta Airlines,4180084,6
Austria,December,United Airlines,5213450,6
Austria,December,Virgin Atlantic,4243321,9
Austria,December,Ethiopian Airlines,4588338,3
Austria,December,Kenya Airways,5012273,11
Austria,December,RwandAir,4914193,5
Austria,December,South African Airways,5311472,11
Austria,December,Air Canada,3824048,8
Austria,December,Singapore Airlines,4388697,1
Austria,December,Etihad Airways,3768648,10
Austria,December,Saudi Airlines,4218958,6
Austria,December,EgyptAir,3966498,9
Austria,December,Royal Air Maroc,4893974,2
Austria,December,American Airlines,3847152,10
Austria,December,Cathay Pacific,3946393,8
Austria,December,Japan Airlines,5033477,6
Austria,December,Malaysia Airlines,4183062,7
Austria,December,Thai Airways,4352757,1
Austria,December,Air India,5008896,4
Austria,December,Brussels Airlines,4676536,12
Austria,December,Swiss Air,4650582,8
Austria,December,Finnair,4320977,5
Austria,December,Austrian Airlines,4780108,10
Poland,January,Emirates,3602654,4
Poland,January,Qatar Airways,2995386,10
Poland,January,Turkish Airlines,3073321,7
Poland,January,British Airways,2979791,5
Poland,January,Lufthansa,3295659,12
Poland,January,Air France,2991484,10
Poland,January,KLM,3548509,2
Poland,January,Delta Airlines,3386656,3
Poland,January,United Airlines,3422113,8
Poland,January,Virgin Atlantic,3221277,5
Poland,January,Ethiopian Airlines,3688891,6
Poland,January,Kenya Airways,3052186,7
Poland,January,RwandAir,3455443,8
Poland,January,South African Airways,3519381,9
Poland,January,Air Canada,2764134,3
Poland,January,Singapore Airlines,3302098,3
Poland,January,Etihad Airways,3452650,6
Poland,January,Saudi Airlines,3380169,8
Poland,January,EgyptAir,3072932,7
Poland,January,Royal Air Maroc,3241384,8
Poland,January,American Airlines,3427737,6
Poland,January,Cathay Pacific,3055137,10
Poland,January,Japan Airlines,3863355,9
Poland,January,Malaysia Airlines,3798082,1
Poland,January,Thai Airways,3398332,11
Poland,January,Air India,3032007,11
Poland,January,Brussels Airlines,2983570,10
Poland,January,Swiss Air,2982269,1
Poland,January,Finnair,3026678,12
Poland,January,Austrian Airlines,3448030,8
Poland,February,Emirates,3379976,6
Poland,February,Qatar Airways,2698264,10
Poland,February,Turkish Airlines,3429086,5
Poland,February,British Airways,3572716,10
Poland,February,Lufthansa,3074666,2
Poland,February,Air France,3139494,2
Poland,February,KLM,3108678,4
Poland,February,Delta Airlines,3027757,7
Poland,February,United Airlines,2973182,8
Poland,February,Virgin Atlantic,2769199,10
Poland,February,Ethiopian Airlines,3558643,10
Poland,February,Kenya Airways,2900698,3
Poland,February,RwandAir,3745531,8
Poland,February,South African Airways,2882911,11
Poland,February,Air Canada,2859429,11
Poland,February,Singapore Airlines,3822027,4
Poland,February,Etihad Airways,3402246,7
Poland,February,Saudi Airlines,3661667,2
Poland,February,EgyptAir,2769464,1
Poland,February,Royal Air Maroc,3685740,4
Poland,February,American Airlines,3545388,12
Poland,February,Cathay Pacific,3385502,11
Poland,February,Japan Airlines,3423870,1
Poland,February,Malaysia Airlines,3588004,7
Poland,February,Thai Airways,3966718,5
Poland,February,Air India,3438186,5
Poland,February,Brussels Airlines,2959833,5
Poland,February,Swiss Air,3871672,1
Poland,February,Finnair,3111361,9
Poland,February,Austrian Airlines,3072310,6
Poland,March,Emirates,4085593,2
Poland,March,Qatar Airways,3454472,1
Poland,March,Turkish Airlines,3857798,6
Poland,March,British Airways,3548246,10
Poland,March,Lufthansa,3478003,6
Poland,March,Air France,4005159,8
Poland,March,KLM,3649388,7
Poland,March,Delta Airlines,3953975,5
Poland,March,United Airlines,3892829,11
Poland,March,Virgin Atlantic,3387962,4
Poland,March,Ethiopian Airlines,3684333,12
Poland,March,Kenya Airways,3495862,3
Poland,March,RwandAir,3783522,10
Poland,March,South African Airways,3790416,7
Poland,March,Air Canada,3627835,3
Poland,March,Singapore Airlines,3209653,11
Poland,March,Etihad Airways,3782540,11
Poland,March,Saudi Airlines,3853350,9
Poland,March,EgyptAir,3709033,11
Poland,March,Royal Air Maroc,4028407,10
Poland,March,American Airlines,3589422,8
Poland,March,Cathay Pacific,3146910,1
Poland,March,Japan Airlines,4135841,6
Poland,March,Malaysia Airlines,3786769,9
Poland,March,Thai Airways,3627687,6
Poland,March,Air India,3501866,1
Poland,March,Brussels Airlines,3806238,3
Poland,March,Swiss Air,3978316,9
Poland,March,Finnair,3147576,6
Poland,March,Austrian Airlines,3765083,9
Poland,April,Emirates,3482102,5
Poland,April,Qatar Airways,4010626,4
Poland,April,Turkish Airlines,3916878,7
Poland,April,British Airways,3995279,9
Poland,April,Lufthansa,3468382,7
Poland,April,Air France,3690919,2
Poland,April,KLM,3339720,7
Poland,April,Delta Airlines,4009112,3
Poland,April,United Airlines,3526275,5
Poland,April,Virgin Atlantic,3861938,11
Poland,April,Ethiopian Airlines,4130987,5
Poland,April,Kenya Airways,3580029,2
Poland,April,RwandAir,3551433,6
Poland,April,South African Airways,3243138,6
Poland,April,Air Canada,3475099,2
Poland,April,Singapore Airlines,3602274,7
Poland,April,Etihad Airways,4021227,2
Poland,April,Saudi Airlines,3255324,10
Poland,April,EgyptAir,3311411,7
Poland,April,Royal Air Maroc,4165552,9
Poland,April,American Airlines,3629158,5
Poland,April,Cathay Pacific,3576367,3
Poland,April,Japan Airlines,3688509,6
Poland,April,Malaysia Airlines,3745570,10
Poland,April,Thai Airways,3325964,8
Poland,April,Air India,3214291,10
Poland,April,Brussels Airlines,3646185,6
Poland,April,Swiss Air,3927769,4
Poland,April,Finnair,3695002,12
Poland,April,Austrian Airlines,3928947,3
Poland,May,Emirates,3636897,4
Poland,May,Qatar Airways,3600430,7
Poland,May,Turkish Airlines,3708173,6
Poland,May,British Airways,3802253,11
Poland,May,Lufthansa,3471163,12
Poland,May,Air France,3875382,9
Poland,May,KLM,3343368,8
Poland,May,Delta Airlines,3254258,4
Poland,May,United Airlines,4174897,4
Poland,May,Virgin Atlantic,4040525,10
Poland,May,Ethiopian Airlines,3391594,10
Poland,May,Kenya Airways,3437880,6
Poland,May,RwandAir,4027490,12
Poland,May,South African Airways,4057620,10
Poland,May,Air Canada,3957419,6
Poland,May,Singapore Airlines,3180607,6
Poland,May,Etihad Airways,3260146,7
Poland,May,Saudi Airlines,3474109,8
Poland,May,EgyptAir,3670390,9
Poland,May,Royal Air Maroc,3533282,7
Poland,May,American Airlines,3353195,12
Poland,May,Cathay Pacific,3497839,12
Poland,May,Japan Airlines,3446866,10
Poland,May,Malaysia Airlines,3435578,9
Poland,May,Thai Airways,3948418,2
Poland,May,Air India,4041562,1
Poland,May,Brussels Airlines,3178189,4
Poland,May,Swiss Air,3634383,6
Poland,May,Finnair,3729217,6
Poland,May,Austrian Airlines,4029163,1
Poland,June,Emirates,3576155,7
Poland,June,Qatar Airways,3393746,9
Poland,June,Turkish Airlines,3630409,6
Poland,June,British Airways,3784337,2
Poland,June,Lufthansa,3815810,6
Poland,June,Air France,3376657,1
Poland,June,KLM,3231668,1
Poland,June,Delta Airlines,4148688,2
Poland,June,United Airlines,3728239,10
Poland,June,Virgin Atlantic,3502676,11
Poland,June,Ethiopian Airlines,3788191,4
Poland,June,Kenya Airways,3911253,4
Poland,June,RwandAir,3776981,3
Poland,June,South African Airways,3898954,12
Poland,June,Air Canada,3768487,12
Poland,June,Singapore Airlines,3460043,2
Poland,June,Etihad Airways,3178488,8
Poland,June,Saudi Airlines,4151918,5
Poland,June,EgyptAir,3557327,10
Poland,June,Royal Air Maroc,3959968,2
Poland,June,American Airlines,4125809,9
Poland,June,Cathay Pacific,4112708,12
Poland,June,Japan Airlines,3685937,12
Poland,June,Malaysia Airlines,3446396,1
Poland,June,Thai Airways,3544963,6
Poland,June,Air India,4082756,11
Poland,June,Brussels Airlines,3445961,1
Poland,June,Swiss Air,3436006,6
Poland,June,Finnair,3506777,5
Poland,June,Austrian Airlines,3586229,3
Poland,July,Emirates,4873773,9
Poland,July,Qatar Airways,4803792,9
Poland,July,Turkish Airlines,5019415,4
Poland,July,British Airways,4216823,9
Poland,July,Lufthansa,5640957,4
Poland,July,Air France,4869818,3
Poland,July,KLM,5236888,1
Poland,July,Delta Airlines,5064276,4
Poland,July,United Airlines,4399775,5
Poland,July,Virgin Atlantic,6248972,2
Poland,July,Ethiopian Airlines,5795995,7
Poland,July,Kenya Airways,6104699,6
Poland,July,RwandAir,4828189,7
Poland,July,South African Airways,5808061,7
Poland,July,Air Canada,4733706,4
Poland,July,Singapore Airlines,4483742,8
Poland,July,Etihad Airways,4780407,9
Poland,July,Saudi Airlines,5466090,9
Poland,July,EgyptAir,5433026,11
Poland,July,Royal Air Maroc,5970545,9
Poland,July,American Airlines,4746202,3
Poland,July,Cathay Pacific,4206914,9
Poland,July,Japan Airlines,5751027,5
Poland,July,Malaysia Airlines,5282949,6
Poland,July,Thai Airways,5065084,1
Poland,July,Air India,4121262,1
Poland,July,Brussels Airlines,4148450,4
Poland,July,Swiss Air,4295130,3
Poland,July,Finnair,5397263,9
Poland,July,Austrian Airlines,5556673,1
Poland,August,Emirates,5838478,10
Poland,August,Qatar Airways,4537779,1
Poland,August,Turkish Airlines,5700179,7
Poland,August,British Airways,5480839,2
Poland,August,Lufthansa,4565145,4
Poland,August,Air France,4870299,8
Poland,August,KLM,4861523,5
Poland,August,Delta Airlines,5203919,8
Poland,August,United Airlines,5901662,12
Poland,August,Virgin Atlantic,4892243,3
Poland,August,Ethiopian Airlines,3984612,10
Poland,August,Kenya Airways,5292472,9
Poland,August,RwandAir,5014839,9
Poland,August,South African Airways,4707551,6
Poland,August,Air Canada,5052949,8
Poland,August,Singapore Airlines,4662966,11
Poland,August,Etihad Airways,4336605,12
Poland,August,Saudi Airlines,4416270,9
Poland,August,EgyptAir,3942299,6
Poland,August,Royal Air Maroc,4226850,7
Poland,August,American Airlines,4514452,8
Poland,August,Cathay Pacific,4766796,3
Poland,August,Japan Airlines,5706467,8
Poland,August,Malaysia Airlines,5218475,9
Poland,August,Thai Airways,5075053,10
Poland,August,Air India,5753221,1
Poland,August,Brussels Airlines,5273042,10
Poland,August,Swiss Air,5716431,10
Poland,August,Finnair,6002099,12
Poland,August,Austrian Airlines,4744595,4
Poland,September,Emirates,3179902,6
Poland,September,Qatar Airways,3776317,11
Poland,September,Turkish Airlines,4182192,7
Poland,September,British Airways,4137739,4
Poland,September,Lufthansa,3442312,11
Poland,September,Air France,3891914,10
Poland,September,KLM,3548070,2
Poland,September,Delta Airlines,3227799,5
Poland,September,United Airlines,3733676,1
Poland,September,Virgin Atlantic,3592175,3
Poland,September,Ethiopian Airlines,3956213,10
Poland,September,Kenya Airways,4140821,11
Poland,September,RwandAir,3696900,8
Poland,September,South African Airways,4079236,7
Poland,September,Air Canada,4082218,7
Poland,September,Singapore Airlines,3803480,2
Poland,September,Etihad Airways,3160009,4
Poland,September,Saudi Airlines,4006756,4
Poland,September,EgyptAir,4141984,2
Poland,September,Royal Air Maroc,3644254,1
Poland,September,American Airlines,4069930,12
Poland,September,Cathay Pacific,3607814,2
Poland,September,Japan Airlines,3537655,8
Poland,September,Malaysia Airlines,3620409,7
Poland,September,Thai Airways,3638735,9
Poland,September,Air India,3634783,12
Poland,September,Brussels Airlines,3795571,7
Poland,September,Swiss Air,3641370,6
Poland,September,Finnair,3602481,5
Poland,September,Austrian Airlines,3603029,1
Poland,October,Emirates,3271419,3
Poland,October,Qatar Airways,3476163,11
Poland,October,Turkish Airlines,3755558,7
Poland,October,British Airways,3597086,7
Poland,October,Lufthansa,3741905,2
Poland,October,Air France,3562506,8
Poland,October,KLM,4089495,3
Poland,October,Delta Airlines,3346696,9
Poland,October,United Airlines,3882688,8
Poland,October,Virgin Atlantic,3793719,4
Poland,October,Ethiopian Airlines,3623896,11
Poland,October,Kenya Airways,4105058,8
Poland,October,RwandAir,3197423,5
Poland,October,South African Airways,4130248,3
Poland,October,Air Canada,3368123,7
Poland,October,Singapore Airlines,4103031,10
Poland,October,Etihad Airways,4064164,11
Poland,October,Saudi Airlines,4174085,5
Poland,October,EgyptAir,3680812,5
Poland,October,Royal Air Maroc,4079921,1
Poland,October,American Airlines,3809388,9
Poland,October,Cathay Pacific,3472738,10
Poland,October,Japan Airlines,4037410,1
Poland,October,Malaysia Airlines,3751851,1
Poland,October,Thai Airways,3241493,5
Poland,October,Air India,4115752,6
Poland,October,Brussels Airlines,3537053,4
Poland,October,Swiss Air,3353175,9
Poland,October,Finnair,4137242,4
Poland,October,Austrian Airlines,3899453,5
Poland,November,Emirates,3891971,10
Poland,November,Qatar Airways,3542188,7
Poland,November,Turkish Airlines,3548328,1
Poland,November,British Airways,3404727,3
Poland,November,Lufthansa,3716996,8
Poland,November,Air France,4073290,9
Poland,November,KLM,3273064,3
Poland,November,Delta Airlines,3153089,8
Poland,November,United Airlines,3815140,2
Poland,November,Virgin Atlantic,3786208,10
Poland,November,Ethiopian Airlines,3795696,10
Poland,November,Kenya Airways,3333166,4
Poland,November,RwandAir,3927399,6
Poland,November,South African Airways,3258060,6
Poland,November,Air Canada,3821029,8
Poland,November,Singapore Airlines,4084638,3
Poland,November,Etihad Airways,3257980,2
Poland,November,Saudi Airlines,3213324,4
Poland,November,EgyptAir,4154178,10
Poland,November,Royal Air Maroc,3219728,9
Poland,November,American Airlines,3540642,8
Poland,November,Cathay Pacific,3358316,4
Poland,November,Japan Airlines,4094382,11
Poland,November,Malaysia Airlines,3761607,5
Poland,November,Thai Airways,3724975,1
Poland,November,Air India,3174141,7
Poland,November,Brussels Airlines,4100436,7
Poland,November,Swiss Air,3394642,11
Poland,November,Finnair,4068455,7
Poland,November,Austrian Airlines,3666976,12
Poland,December,Emirates,5246735,6
Poland,December,Qatar Airways,4899265,10
Poland,December,Turkish Airlines,4601600,11
Poland,December,British Airways,4409106,4
Poland,December,Lufthansa,4968350,11
Poland,December,Air France,4613961,9
Poland,December,KLM,5198306,10
Poland,December,Delta Airlines,5702283,3
Poland,December,United Airlines,5567936,8
Poland,December,Virgin Atlantic,4145945,2
Poland,December,Ethiopian Airlines,4990381,5
Poland,December,Kenya Airways,3929070,12
Poland,December,RwandAir,4825899,12
Poland,December,South African Airways,5333312,6
Poland,December,Air Canada,4401495,10
Poland,December,Singapore Airlines,5426639,12
Poland,December,Etihad Airways,5053459,2
Poland,December,Saudi Airlines,4810719,9
Poland,December,EgyptAir,4207515,7
Poland,December,Royal Air Maroc,4214682,5
Poland,December,American Airlines,4916534,10
Poland,December,Cathay Pacific,4045974,12
Poland,December,Japan Airlines,4540981,8
Poland,December,Malaysia Airlines,5238051,8
Poland,December,Thai Airways,4916438,11
Poland,December,Air India,5502012,11
Poland,December,Brussels Airlines,5696983,2
Poland,December,Swiss Air,5161531,11
Poland,December,Finnair,4678138,11
Poland,December,Austrian Airlines,4357443,2
Ireland,January,Emirates,2260789,12
Ireland,January,Qatar Airways,2400659,6
